aleve,menstrual pain relief,toothache
aleve,menstrual pain relief,the common cold'
aleve,menstrual pain relief, 'minor pain of arthritis'
aleve,menstrual pain relief, 'muscular aches'
aleve,menstrual pain relief, 'backache'
aleve,menstrual pain relief, 'menstrual cramps'
aleve,menstrual pain relief, 'headache'
aleve,menstrual pain relief, 'toothache'
aleve,menstrual pain relief, 'the common cold'
aleve,menstrual pain relief, 'temporarily reduces fever'
aleve,menstrual pain relief,'temporarily relieves minor aches and pains due to:
aleve,menstrual pain relief,minor pain of arthritis
aleve,menstrual pain relief,muscular aches
aleve,menstrual pain relief,backache
aleve,menstrual pain relief,menstrual cramps
aleve,menstrual pain relief,headache
aleve,menstrual pain relief,toothache
aleve,menstrual pain relief,the common cold'
aleve,menstrual pain relief, 'minor pain of arthritis'
aleve,menstrual pain relief, 'muscular aches'
aleve,menstrual pain relief, 'backache'
aleve,menstrual pain relief, 'menstrual cramps'
aleve,menstrual pain relief, 'headache'
aleve,menstrual pain relief, 'toothache'
aleve,menstrual pain relief, 'the common cold'
aleve,menstrual pain relief, 'temporarily reduces fever'
aleve,menstrual pain relief,'temporarily relieves minor aches and pains due to:
aleve,menstrual pain relief,minor pain of arthritis
aleve,menstrual pain relief,muscular aches
aleve,menstrual pain relief,backache
aleve,menstrual pain relief,menstrual cramps
aleve,menstrual pain relief,headache
aleve,menstrual pain relief,toothache
aleve,menstrual pain relief,the common cold'
aleve,menstrual pain relief, 'minor pain of arthritis'
aleve,menstrual pain relief, 'muscular aches'
aleve,menstrual pain relief, 'backache'
aleve,menstrual pain relief, 'menstrual cramps'
aleve,menstrual pain relief, 'headache'
aleve,menstrual pain relief, 'toothache'
aleve,menstrual pain relief, 'the common cold'
aleve,menstrual pain relief, 'temporarily reduces fever'
aleve,menstrual pain relief,'temporarily relieves minor aches and pains due to:
aleve,menstrual pain relief,minor pain of arthritis
aleve,menstrual pain relief,muscular aches
aleve,menstrual pain relief,backache
aleve,menstrual pain relief,menstrual cramps
aleve,menstrual pain relief,headache
aleve,menstrual pain relief,toothache
aleve,menstrual pain relief,the common cold'
aleve,menstrual pain relief, 'minor pain of arthritis'
aleve,menstrual pain relief, 'muscular aches'
aleve,menstrual pain relief, 'backache'
aleve,menstrual pain relief, 'menstrual cramps'
aleve,menstrual pain relief, 'headache'
aleve,menstrual pain relief, 'toothache'
aleve,menstrual pain relief, 'the common cold'
aleve,menstrual pain relief, 'temporarily reduces fever'
pamprin,menstrual pain relief,'cramps'
pamprin,menstrual pain relief, 'headache'
pamprin,menstrual pain relief, 'backache'
pamprin,menstrual pain relief, 'fatigue\xc2\xa0'
pamprin,menstrual pain relief, 'bloating'
pamprin,menstrual pain relief,'cramps\xc2\xa0'
pamprin,menstrual pain relief, 'headache'
pamprin,menstrual pain relief, 'backache\xc2\xa0'
pamprin,menstrual pain relief, 'water-weight gain'
pamprin,menstrual pain relief, 'bloating\xc2\xa0'
pamprin,menstrual pain relief, 'muscular aches'
pamprin,menstrual pain relief,'cramps\xc2\xa0'
pamprin,menstrual pain relief, 'headache'
pamprin,menstrual pain relief, 'bloating\xc2\xa0'
pamprin,menstrual pain relief, 'backache'
pamprin,menstrual pain relief, 'water-weight gain\xc2\xa0'
pamprin,menstrual pain relief, 'muscular aches'
pamprin,menstrual pain relief, 'irritability'
midol complete,menstrual pain relief,'temporarily relieves minor aches and pains due to:
midol complete,menstrual pain relief,menstrual cramps
midol complete,menstrual pain relief,headache
midol complete,menstrual pain relief,muscular aches
midol complete,menstrual pain relief,backache
midol complete,menstrual pain relief,minor pain of arthritis
midol complete,menstrual pain relief,toothache
midol complete,menstrual pain relief,the common cold'
midol complete,menstrual pain relief, 'menstrual cramps'
midol complete,menstrual pain relief, 'headache'
midol complete,menstrual pain relief, 'muscular aches'
midol complete,menstrual pain relief, 'backache'
midol complete,menstrual pain relief, 'minor pain of arthritis'
midol complete,menstrual pain relief, 'toothache'
midol complete,menstrual pain relief, 'the common cold'
midol complete,menstrual pain relief, 'temporarily reduces fever'
midol complete,menstrual pain relief,'cramps'
midol complete,menstrual pain relief, 'bloating'
midol complete,menstrual pain relief, 'water-weight gain'
midol complete,menstrual pain relief, 'headache'
midol complete,menstrual pain relief, 'backache'
midol complete,menstrual pain relief, 'muscle ache'
midol complete,menstrual pain relief, 'fatigue'
midol complete,menstrual pain relief,'cramps'
midol complete,menstrual pain relief, 'bloating'
midol complete,menstrual pain relief, 'water-weight gain\xc2\xa0'
midol complete,menstrual pain relief, 'headache'
midol complete,menstrual pain relief, 'backache'
midol complete,menstrual pain relief, 'muscle aches'
midol complete,menstrual pain relief,'menstrual cramps'
midol complete,menstrual pain relief, 'muscle aches'
midol complete,menstrual pain relief, 'headache'
midol complete,menstrual pain relief, 'backache'
midol complete,menstrual pain relief, 'minor pain of arthritis'
midol complete,menstrual pain relief, 'toothache'
midol complete,menstrual pain relief, 'the common cold'
midol complete,menstrual pain relief, 'temporarily reduces fever'
midol complete,menstrual pain relief,'cramps'
midol complete,menstrual pain relief, 'bloating'
midol complete,menstrual pain relief, 'water-weight gain'
midol complete,menstrual pain relief, 'headache'
midol complete,menstrual pain relief, 'backache'
midol complete,menstrual pain relief, 'muscle aches'
midol complete,menstrual pain relief, 'fatigue'
motrin,menstrual pain relief,'temporarily relieves minor aches and pains due to:
motrin,menstrual pain relief,headache
motrin,menstrual pain relief,muscular aches
motrin,menstrual pain relief,minor pain of arthritis
motrin,menstrual pain relief,toothache
motrin,menstrual pain relief,backache
motrin,menstrual pain relief,the common cold
motrin,menstrual pain relief,menstrual cramps'
motrin,menstrual pain relief, 'headache'
motrin,menstrual pain relief, 'muscular aches'
motrin,menstrual pain relief, 'minor pain of arthritis'
motrin,menstrual pain relief, 'toothache'
motrin,menstrual pain relief, 'backache'
motrin,menstrual pain relief, 'the common cold'
motrin,menstrual pain relief, 'menstrual cramps'
motrin,menstrual pain relief, 'temporarily reduces fever'
motrin,menstrual pain relief,'temporarily relieves minor aches and pains due to:
motrin,menstrual pain relief,headache
motrin,menstrual pain relief,muscular aches
motrin,menstrual pain relief,minor pain of arthritis
motrin,menstrual pain relief,toothache
motrin,menstrual pain relief,backache
motrin,menstrual pain relief,the common cold
motrin,menstrual pain relief,menstrual cramps'
motrin,menstrual pain relief, 'headache'
motrin,menstrual pain relief, 'muscular aches'
motrin,menstrual pain relief, 'minor pain of arthritis'
motrin,menstrual pain relief, 'toothache'
motrin,menstrual pain relief, 'backache'
motrin,menstrual pain relief, 'the common cold'
motrin,menstrual pain relief, 'menstrual cramps'
motrin,menstrual pain relief, 'temporarily reduces fever'
clear eyes pure relief,artificial tears/ophthalmic lubricants,'for the temporary relief of burning and irritation due to dryness of the eye.\xc2\xa0'
clear eyes pure relief,artificial tears/ophthalmic lubricants, 'for use as a protectant against further irritation or to relieve dryness of the eye.'
clear eyes pure relief,artificial tears/ophthalmic lubricants,'for the temporary relief of burning & irritations due to dryness of the eye'
clear eyes pure relief,artificial tears/ophthalmic lubricants, 'for use as a protectant against further irritation or to relieve dryness of the eye'
refresh,artificial tears/ophthalmic lubricants,'for the temporary relief of burning
refresh,artificial tears/ophthalmic lubricants, irritation
refresh,artificial tears/ophthalmic lubricants, and discomfort due to dryness of the eye or exposure to wind or sun.'
refresh,artificial tears/ophthalmic lubricants, 'may be used as a protectant against further irritation.'
refresh,artificial tears/ophthalmic lubricants,'for the temporary relief of burning
refresh,artificial tears/ophthalmic lubricants, irritation
refresh,artificial tears/ophthalmic lubricants, and discomfort due to dryness of the eye or exposure to wind or sun.'
refresh,artificial tears/ophthalmic lubricants, 'may be used as a protectant against further irritation.'
genteal,artificial tears/ophthalmic lubricants,lubricant
genteal,artificial tears/ophthalmic lubricants,lubricant
genteal,artificial tears/ophthalmic lubricants,'relieves dryness of the eye.\xc2\xa0'
genteal,artificial tears/ophthalmic lubricants, 'temporarily relieves discomfort due to minor irritations of the eye or from exposure to wind\xc2\xa0and sun.\xc2\xa0'
genteal,artificial tears/ophthalmic lubricants, 'as a protectant against further irritation.'
genteal,artificial tears/ophthalmic lubricants,lubricant
blink tears,artificial tears/ophthalmic lubricants,lubricant
blink tears,artificial tears/ophthalmic lubricants,lubricant
visine tears,artificial tears/ophthalmic lubricants,'for temporary relief of burning
visine tears,artificial tears/ophthalmic lubricants, irritation and discomfort due to dryness of the eye or exposure to wind or sun'
visine tears,artificial tears/ophthalmic lubricants, 'for protection against further irritation'
visine tears,artificial tears/ophthalmic lubricants,'for temporary relief of burning and irritation due to dryness of the eye'
visine tears,artificial tears/ophthalmic lubricants, 'for protection against further irritation'
theratears,artificial tears/ophthalmic lubricants,lubricant
theratears,artificial tears/ophthalmic lubricants,lubricant
clear eyes,ophthalmic antihistamines/decongestants,'for the relief of redness of the eye due to minor eye irritations.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning and irritation due to dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'for use as a protectant against further irritation or dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants,'for the relief of redness of the eye due to minor eye irritations.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning and irritation due to the dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'for the use as a protectant against further irritation or dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants,'for use as a protectant against further irritation or to relieve dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning & irritation due to the dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'relieves redness of the eye due to minor eye irritations.'
clear eyes,ophthalmic antihistamines/decongestants,'for use as a protectant against further irritation or to relieve dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning & irritation due to the dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'relieves redness of the eye due to minor eye irritations.'
clear eyes,ophthalmic antihistamines/decongestants,'for use as a protectant against further irritation or to relieve dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning & irritation due to dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants, 'relieves redness of the eye due to minor eye irritations.'
clear eyes,ophthalmic antihistamines/decongestants,'for use as a protectant against further irritation or to relieve dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning & irritation due to the dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'relieves redness of the eye due to minor eye irritations.'
clear eyes,ophthalmic antihistamines/decongestants,'for the relief of redness of the eye due to minor eye irritations.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning and irritation due to the dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'for the use as a protectant against further irritation or dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants,'relieves redness of the eye due to minor eye irritations.'
clear eyes,ophthalmic antihistamines/decongestants, 'for use as a protectant against further irritation or to relieve dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning and irritation due to dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants,'for the temporary relief of burning & irritation due to the dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'for use as a protectant against further irritation or to relieve dryness of the eye.\xc2\xa0'
clear eyes,ophthalmic antihistamines/decongestants, 'relieves redness of the eye due to minor eye irritations.'
clear eyes,ophthalmic antihistamines/decongestants,'for the temporary relief of burning & irritation due to dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants, 'for use as a protectant against further irritation or to relieve dryness of the eye.'
clear eyes,ophthalmic antihistamines/decongestants, 'relieves redness of the eye due to minor eye irritations.'
visine,ophthalmic antihistamines/decongestants,'for temporary relief of discomfort and redness of the eye due to minor eye irritations'
visine,ophthalmic antihistamines/decongestants, 'relieves dryness of the eye'
visine,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning and irritation due to exposure to wind or sun'
visine,ophthalmic antihistamines/decongestants, 'for protection against further irritation'
visine,ophthalmic antihistamines/decongestants,'for the relief of redness of the eye due to minor eye irritations'
visine,ophthalmic antihistamines/decongestants, 'for use as a protectant against further irritation or to relieve dryness of the eye'
visine,ophthalmic antihistamines/decongestants,'for the relief of redness of the eye due to minor eye irritations'
visine,ophthalmic antihistamines/decongestants,'for temporary relief of discomfort and redness of the eye due to minor eye irritations'
visine,ophthalmic antihistamines/decongestants, 'relieves dryness of the eye'
visine,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning and irritation due to exposure to wind or sun'
visine,ophthalmic antihistamines/decongestants, 'for protection against further irritation'
visine,ophthalmic antihistamines/decongestants,'for the relief of redness of the eye due to minor eye irritations'
visine,ophthalmic antihistamines/decongestants, 'for the temporary relief of burning and discomfort due to dryness of the eye or exposure to wind or sun'
visine,ophthalmic antihistamines/decongestants, 'for protection against further irritation'
visine,ophthalmic antihistamines/decongestants,'pollen'
visine,ophthalmic antihistamines/decongestants, 'ragweed'
visine,ophthalmic antihistamines/decongestants, 'grass'
visine,ophthalmic antihistamines/decongestants, 'animal hair and dander'
visine,ophthalmic antihistamines/decongestants,'for the relief of redness of the eye due to minor eye irritations'
visine,ophthalmic antihistamines/decongestants, 'for use as a protectant against further irritation or to relieve dryness of the eye'
visine,ophthalmic antihistamines/decongestants,'for the relief of redness of the eye due to minor eye irritations'
visine,ophthalmic antihistamines/decongestants, 'for use as a protectant against further irritation or to relieve dryness of the eye'
visine,ophthalmic antihistamines/decongestants,'for the temporary relief of burning
visine,ophthalmic antihistamines/decongestants, irritation
visine,ophthalmic antihistamines/decongestants, and discomfort due to dryness of the eye or exposure to wind or sun'
visine,ophthalmic antihistamines/decongestants, 'for protection against further irritation'
rohto,ophthalmic antihistamines/decongestants,'temporarily relieves redness of the eye and discomfort due to'
rohto,ophthalmic antihistamines/decongestants, 'minor eyes irritations'
rohto,ophthalmic antihistamines/decongestants, 'exposure to wind or sun'
rohto,ophthalmic antihistamines/decongestants, 'temporarily relieves burning and irritation due to dryness of the eye'
rohto,ophthalmic antihistamines/decongestants,'relieves redness of the eye due to minor eye irritations'
rohto,ophthalmic antihistamines/decongestants, 'temporarily relieves burning and irritation due to dryness of the eye'
rohto,ophthalmic antihistamines/decongestants, 'for protection against further irritation'
rohto,ophthalmic antihistamines/decongestants,'temporarily relieves burning and irritation due to dryness of the eye'
rohto,ophthalmic antihistamines/decongestants, 'relieves redness of the eye due to minor eye irritations'
rohto,ophthalmic antihistamines/decongestants,'relieves redness of the eye due to minor eye irritations'
rohto,ophthalmic antihistamines/decongestants, 'temporarily relieves burning and irritation due to dryness of the eye'
rohto,ophthalmic antihistamines/decongestants,lubricant
rohto,ophthalmic antihistamines/decongestants,'temporarily relieves redness of the eye and discomfort due to
rohto,ophthalmic antihistamines/decongestants,minor eye irritations
rohto,ophthalmic antihistamines/decongestants,exposure to wind and sun'
rohto,ophthalmic antihistamines/decongestants, 'minor eye irritations'
rohto,ophthalmic antihistamines/decongestants, 'exposure to wind and sun'
rohto,ophthalmic antihistamines/decongestants, 'temporarily relieves burning and irritation due to dryness of the eye'
cepacol,sore throat liquids/sprays/strips,'occasional\xc2\xa0minor irritation
cepacol,sore throat liquids/sprays/strips, pain
cepacol,sore throat liquids/sprays/strips, sore mouth and sore throat'
cepacol,sore throat liquids/sprays/strips, 'pain due to canker sores\xc2\xa0'
cepacol,sore throat liquids/sprays/strips, 'pain due to minor irritation or injury of the mouth and gums\xc2\xa0'
cepacol,sore throat liquids/sprays/strips, 'minor\xc2\xa0discomfort and protection of irritated areas in sore mouth and sore throat'
cepacol,sore throat liquids/sprays/strips,antigingivitis/antiplaquet
chloraseptic,sore throat liquids/sprays/strips,'relieves occasional minor irritation/discomfort/pain of sore throat & sore mouth'
chloraseptic,sore throat liquids/sprays/strips, 'protects irritated areas in sore throat and sore mouth.'
chloraseptic,sore throat liquids/sprays/strips,'relieves occasional minor irritation/discomfort/pain of sore throat & sore mouth'
chloraseptic,sore throat liquids/sprays/strips, 'protects irritated areas in sore throat and sore mouth.'
cepastat,sore throat liquids/sprays/strips,oral anesthetic
cepastat,sore throat liquids/sprays/strips,oral anesthetic
ring relief,ear pain relief,'ringing'
ring relief,ear pain relief, 'buzzing'
ring relief,ear pain relief, 'roaring'
ring relief,ear pain relief, 'nerve and noise sensitivity'
ring relief,ear pain relief, 'pounding'
ring relief,ear pain relief, 'discomfort'
ring relief,ear pain relief, 'wax buildup after diagnosis by a physician.\xc2\xa0'
ring relief,ear pain relief,'ringing'
ring relief,ear pain relief, 'buzzing'
ring relief,ear pain relief, 'roaring'
ring relief,ear pain relief, 'nerve and noise sensitivity'
ring relief,ear pain relief, 'pounding'
ring relief,ear pain relief, 'discomfort'
ring relief,ear pain relief, 'wax buildup after diagnosis by a physician.\xc2\xa0'
ring relief,ear pain relief,'ringing'
ring relief,ear pain relief, 'buzzing'
ring relief,ear pain relief, 'noises in ears'
ring relief,ear pain relief, 'pain and discomfort'
cepastat,sore throat lozenges,oral anesthetic
cepastat,sore throat lozenges,oral anesthetic
chloraseptic,sore throat lozenges,'occasional minor irritation
chloraseptic,sore throat lozenges, pain
chloraseptic,sore throat lozenges, sore throat and sore mouth'
chloraseptic,sore throat lozenges, 'cough due to minor throat and bronchial irritation as may occur with the common cold'
chloraseptic,sore throat lozenges,'occasional minor irritation
chloraseptic,sore throat lozenges, pain
chloraseptic,sore throat lozenges, sore throat and sore mouth'
chloraseptic,sore throat lozenges,'occasional minor irritation
chloraseptic,sore throat lozenges, pain
chloraseptic,sore throat lozenges, sore throat and sore mouth'
cepacol,sore throat lozenges,'relieves occasional\xc2\xa0minor irritation
cepacol,sore throat lozenges, pain and discomfort of\xc2\xa0sore throat and sore mouth'
cepacol,sore throat lozenges, 'protects irritated areas in sore throat and sore mouth'
cepacol,sore throat lozenges,'sore throat'
cepacol,sore throat lozenges, 'sore mouth'
cepacol,sore throat lozenges, 'minor mouth irritation'
cepacol,sore throat lozenges, 'pain associated with canker sores'
cepacol,sore throat lozenges,'sore throat pain\xc2\xa0'
cepacol,sore throat lozenges, 'sore mouth\xc2\xa0'
cepacol,sore throat lozenges, 'minor mouth irritation'
cepacol,sore throat lozenges,'sore throat'
cepacol,sore throat lozenges, 'sore mouth'
cepacol,sore throat lozenges, 'minor mouth irritation'
cepacol,sore throat lozenges, 'pain associated with canker sores'
cepacol,sore throat lozenges,'sore throat'
cepacol,sore throat lozenges, 'sore mouth'
cepacol,sore throat lozenges, 'minor mouth irritation'
cepacol,sore throat lozenges, 'pain associated with canker sores'
cepacol,sore throat lozenges,oral analgesic
cepacol,sore throat lozenges,'sore throat'
cepacol,sore throat lozenges, 'sore mouth'
cepacol,sore throat lozenges, 'minor mouth irritation'
cepacol,sore throat lozenges, 'pain associated with canker sores'
cepacol,sore throat lozenges, 'cough due to minor throat and bronchial irritation as may occur with the common cold'
cepacol,sore throat lozenges,'sore throat'
cepacol,sore throat lozenges, 'sore mouth'
cepacol,sore throat lozenges, 'minor mouth irritation'
cepacol,sore throat lozenges, 'pain associated with canker sores'
cepacol,sore throat lozenges,'sore throat'
cepacol,sore throat lozenges, 'sore mouth'
cepacol,sore throat lozenges, 'minor mouth irritation'
cepacol,sore throat lozenges, 'pain associated with canker sores'
cepacol,sore throat lozenges, 'cough due to minor throat and bronchial irritation as may occur with the common cold'
cepacol,sore throat lozenges,'sore throat pain\xc2\xa0'
cepacol,sore throat lozenges, 'sore mouth\xc2\xa0'
cepacol,sore throat lozenges, 'minor mouth irritation\xc2\xa0'
cepacol,sore throat lozenges, 'pain associated with canker sores'
vapodrops,sore throat lozenges,'cough due to a cold or inhaled irritants'
vapodrops,sore throat lozenges, 'minor sore throat'
vapodrops,sore throat lozenges,'cough due to a cold or inhaled irritants'
vapodrops,sore throat lozenges, 'minor sore throat'
sucrets,sore throat lozenges,'occasional minor irritation
sucrets,sore throat lozenges, pain
sucrets,sore throat lozenges, sore throat and sore mouth'
sucrets,sore throat lozenges, 'cough associated with a cold or inhaled irritants'
sucrets,sore throat lozenges,'minor irritation'
sucrets,sore throat lozenges, 'pain'
sucrets,sore throat lozenges, 'sore mouth'
sucrets,sore throat lozenges, 'sore throat'
sucrets,sore throat lozenges,'temporarily relieves occasional minor irritation
sucrets,sore throat lozenges, pain
sucrets,sore throat lozenges, sore throat and sore mouth'
sucrets,sore throat lozenges, 'for protection of irritated areas in sore mouth and throat'
sucrets,sore throat lozenges,'occasional minor irritation
sucrets,sore throat lozenges, pain
sucrets,sore throat lozenges, sore throat and sore mouth'
sucrets,sore throat lozenges, 'cough associated with a cold or inhaled irritants'
sucrets,sore throat lozenges, 'for protection of irritated areas in sore mouth and throat'
sucrets,sore throat lozenges,'pain'
sucrets,sore throat lozenges, 'minor irritation'
sucrets,sore throat lozenges, 'sore mouth'
sucrets,sore throat lozenges, 'sore throat'
sucrets,sore throat lozenges,'temporarily relieves occasional minor irritation
sucrets,sore throat lozenges, pain
sucrets,sore throat lozenges, sore throat and sore mouth'
sucrets,sore throat lozenges, 'for protection of irritated areas in sore mouth and throat'
sucrets,sore throat lozenges,'occasional minor irritation
sucrets,sore throat lozenges, pain
sucrets,sore throat lozenges, sore throat and sore mouth'
sucrets,sore throat lozenges, 'cough associated with a cold or inhaled irritants'
sucrets,sore throat lozenges,'occasional minor irritation
sucrets,sore throat lozenges, pain
sucrets,sore throat lozenges, sore throat and sore mouth'
sucrets,sore throat lozenges, 'cough associated with a cold or inhaled irritants'
sucrets,sore throat lozenges, 'for protection of irritated areas in sore mouth and throat'
halls,sore throat lozenges,'cough due to a cold'
halls,sore throat lozenges, 'occasional minor irritation or sore throat'
halls,sore throat lozenges,'cough due to a cold'
halls,sore throat lozenges, 'occasional minor irritation or sore throat'
halls,sore throat lozenges,'cough due to a cold'
halls,sore throat lozenges, 'occasional minor irritation or sore throat'
halls,sore throat lozenges,'cough due to a cold'
halls,sore throat lozenges, 'occasional minor irritations or sore throat'
dermoplast,sun burn relief,'sunburn'
dermoplast,sun burn relief, 'insect bites'
dermoplast,sun burn relief, 'minor cuts'
dermoplast,sun burn relief, 'scrapes'
dermoplast,sun burn relief, 'minor burns'
dermoplast,sun burn relief, 'minor skin irritations'
dermoplast,topical anesthetics,'sunburn'
dermoplast,topical anesthetics, 'insect bites'
dermoplast,topical anesthetics, 'minor cuts'
dermoplast,topical anesthetics, 'scrapes'
dermoplast,topical anesthetics, 'minor burns'
dermoplast,topical anesthetics, 'minor skin irritations'
bactine,topical anesthetics,'cuts'
bactine,topical anesthetics, 'scrapes'
bactine,topical anesthetics, 'burns'
bactine,topical anesthetics,'cuts'
bactine,topical anesthetics, 'scrapes'
bactine,topical anesthetics, 'burns'
bactine,topical anesthetics, 'sunburn'
bactine,topical anesthetics, 'skin irritations'
bactine,topical antibiotics/antiseptics,'cuts'
bactine,topical antibiotics/antiseptics, 'scrapes'
bactine,topical antibiotics/antiseptics, 'burns'
bactine,topical antibiotics/antiseptics, 'sunburn'
bactine,topical antibiotics/antiseptics, 'skin irritations'
bactine,topical antibiotics/antiseptics,'cuts'
bactine,topical antibiotics/antiseptics, 'scrapes'
bactine,topical antibiotics/antiseptics, 'burns'
betadine,topical antibiotics/antiseptics,'for preparation of the skin prior to surgery'
betadine,topical antibiotics/antiseptics, 'helps reduce bacteria that potentially can cause skin infection'
betadine,topical antibiotics/antiseptics,'for preparation of the skin prior to surgery'
betadine,topical antibiotics/antiseptics, 'helps reduce bacteria that potentially can cause skin infection'
betadine,topical antibiotics/antiseptics,'disinfectant hand wash and skin cleanser'
betadine,topical antibiotics/antiseptics, 'significantly reduces bacteria on the skin'
bacitraycin plus,topical antibiotics/antiseptics,'minor cuts'
bacitraycin plus,topical antibiotics/antiseptics, 'scrapes'
bacitraycin plus,topical antibiotics/antiseptics, 'burns'
bacitraycin plus,topical antibiotics/antiseptics,'minor cuts'
bacitraycin plus,topical antibiotics/antiseptics, 'scrapes'
bacitraycin plus,topical antibiotics/antiseptics, 'burns'
bacitraycin plus,topical antibiotics/antiseptics,'minor cuts'
bacitraycin plus,topical antibiotics/antiseptics, 'scrapes'
bacitraycin plus,topical antibiotics/antiseptics, 'burns'
neosporin,topical antibiotics/antiseptics,first aid antiseptic
neosporin,topical antibiotics/antiseptics,'cuts'
neosporin,topical antibiotics/antiseptics, 'scrapes'
neosporin,topical antibiotics/antiseptics, 'burns'
neosporin,topical antibiotics/antiseptics,'first aid to help prevent infection and temporarily relief of pain or discomfort in minor:'
neosporin,topical antibiotics/antiseptics, 'cuts'
neosporin,topical antibiotics/antiseptics, 'scrapes'
neosporin,topical antibiotics/antiseptics, 'burns'
neosporin,topical antibiotics/antiseptics,'first aid to help prevent infection and temporarily relief of pain or discomfort in minor:'
neosporin,topical antibiotics/antiseptics, 'cuts'
neosporin,topical antibiotics/antiseptics, 'scrapes'
neosporin,topical antibiotics/antiseptics, 'burns'
neosporin,topical antibiotics/antiseptics,'cuts'
neosporin,topical antibiotics/antiseptics, 'scrapes'
neosporin,topical antibiotics/antiseptics, 'burns'
neosporin,topical antibiotics/antiseptics,'first aid to help prevent infection and temporarily relief of pain or discomfort in minor:'
neosporin,topical antibiotics/antiseptics, 'cuts'
neosporin,topical antibiotics/antiseptics, 'scrapes'
neosporin,topical antibiotics/antiseptics, 'burns'
dermoplast,burn treatments,'sunburn'
dermoplast,burn treatments, 'insect bites'
dermoplast,burn treatments, 'minor cuts'
dermoplast,burn treatments, 'scrapes'
dermoplast,burn treatments, 'minor burns'
dermoplast,burn treatments, 'minor skin irritations'
first degree,burn treatments,'soothes the pain by temporarily cooling the burn'
first degree,burn treatments, 'acts as an antiseptic to prevent the spread of infection'
first degree,burn treatments, 'helps reduce the appearance of scars'
first degree,burn treatments,'for temporary relief of pain and itching from minor burns
first degree,burn treatments, cuts and scrapes'
first degree,burn treatments, 'first aid to help prevent infection in minor burns
first degree,burn treatments, cuts and scrapes'
bactine,burn treatments,'cuts'
bactine,burn treatments, 'scrapes'
bactine,burn treatments, 'burns'
bactine,burn treatments, 'sunburn'
bactine,burn treatments, 'skin irritations'
bactine,burn treatments,'cuts'
bactine,burn treatments, 'scrapes'
bactine,burn treatments, 'burns'
a+d original ointment,burn treatments,'helps treat and prevent diaper rash'
a+d original ointment,burn treatments, 'temporarily protects minor:
a+d original ointment,burn treatments,cuts
a+d original ointment,burn treatments,scrapes
a+d original ointment,burn treatments,burns'
a+d original ointment,burn treatments, 'cuts'
a+d original ointment,burn treatments, 'scrapes'
a+d original ointment,burn treatments, 'burns'
a+d original ointment,burn treatments, 'temporarily protects and helps relieve chapped
a+d original ointment,burn treatments, chafed or cracked skin and lips'
a+d original ointment,burn treatments, 'protect chafed skin due to diaper rash and helps seal out wetness'
a+d original ointment,burn treatments,'temporarily protects minor:
a+d original ointment,burn treatments,cuts
a+d original ointment,burn treatments,scrapes
a+d original ointment,burn treatments,burns'
a+d original ointment,burn treatments, 'cuts'
a+d original ointment,burn treatments, 'scrapes'
a+d original ointment,burn treatments, 'burns'
a+d original ointment,burn treatments, 'ttemporarily protects and helps relieve chafed
a+d original ointment,burn treatments, chapped or cracked skin and lips'
a+d original ointment,burn treatments, 'helps protect from the drying effects of wind and cold weather'
bacitraycin plus,burn treatments,'minor cuts'
bacitraycin plus,burn treatments, 'scrapes'
bacitraycin plus,burn treatments, 'burns'
bacitraycin plus,burn treatments,'minor cuts'
bacitraycin plus,burn treatments, 'scrapes'
bacitraycin plus,burn treatments, 'burns'
bacitraycin plus,burn treatments,'minor cuts'
bacitraycin plus,burn treatments, 'scrapes'
bacitraycin plus,burn treatments, 'burns'
